"","to","for","and","on","you","this","i","is","in","be","from","have","we","at","that","deal","will","with","if","please","are","not","or","as","by","meter","me","your","was","can","need","thanks","any","message","may","should","our","know","original","do","has","all","been","these","day","they","volume","up","out","there","contract","no","more","here","only","us","information","new","company","price","free","get","one","mail","investment","my","but","about","now","which","its","prices","business","contact","news","over","report","money","stock","their","securities","statements","time","many","reply","looking","total_word_count","label"
"14",1.9047619047619,0.952380952380952,0,0,1.9047619047619,2.85714285714286,0,1.9047619047619,0.952380952380952,0,0,0.952380952380952,0,1.9047619047619,0.952380952380952,0,0,0,1.9047619047619,1.9047619047619,0.952380952380952,0,0,0.952380952380952,0.952380952380952,0,0.952380952380952,0.952380952380952,0,0,0,0,0.952380952380952,0,0,0.952380952380952,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,105,"Ham"
"15",5.26315789473684,3.50877192982456,0,1.75438596491228,0,5.26315789473684,0,0,0,1.75438596491228,0,0,1.75438596491228,0,0,7.01754385964912,0,0,0,1.75438596491228,0,0,1.75438596491228,0,1.75438596491228,3.50877192982456,1.75438596491228,0,0,0,1.75438596491228,0,0,0,0,0,0,1.75438596491228,0,0,1.75438596491228,0,0,0,0,0,0,1.75438596491228,0,0,0,0,0,0,0,0,0,1.75438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"Ham"
"16",2.29007633587786,2.29007633587786,0,1.52671755725191,0.763358778625954,3.81679389312977,0.763358778625954,0.763358778625954,0,1.52671755725191,0,0,0.763358778625954,0,0,3.05343511450382,0.763358778625954,0,0,2.29007633587786,0,0,0.763358778625954,0,1.52671755725191,2.29007633587786,0.763358778625954,0,0,0,0.763358778625954,0.763358778625954,0,0,0,0,0,1.52671755725191,0,0,0.763358778625954,0,0,0,0,0,0,0.763358778625954,0.763358778625954,0,0,0,0,0,0,0,0,0.763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,"Ham"
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,"Ham"
"18",0,1.86915887850467,0.934579439252336,0,1.86915887850467,0,0.934579439252336,2.80373831775701,0.934579439252336,0.934579439252336,0,1.86915887850467,0,0,1.86915887850467,0.934579439252336,0.934579439252336,0,0,0.934579439252336,0,0,0,0,0,0,0.934579439252336,0,0.934579439252336,0,0,0,0,0,0,0,0,0,0,0,0.934579439252336,0,0.934579439252336,0,0.934579439252336,0,0,0,0,0.934579439252336,0,0.934579439252336,0,0,0,0,0,0.934579439252336,0,0,0,0,0,0.934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,"Ham"
"19",0.757575757575758,2.27272727272727,0,1.51515151515152,0,0,0,0,0,0,0.757575757575758,0,0,0.757575757575758,0,0,0,0,0.757575757575758,0.757575757575758,0,0,0,0,1.51515151515152,0,0.757575757575758,0,0,0,0,0.757575757575758,0.757575757575758,0,0,0,0,0.757575757575758,0,0,1.51515151515152,0,0,0,0.757575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,"Ham"
"20",0,4,0,0,0,2,4,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"Ham"
"21",0,8.33333333333333,0,2.77777777777778,0,0,0,2.77777777777778,2.77777777777778,0,0,0,0,0,0,8.33333333333333,0,0,0,2.77777777777778,0,2.77777777777778,2.77777777777778,0,0,2.77777777777778,0,0,0,0,0,2.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"Ham"
"22",1.50753768844221,2.01005025125628,0.50251256281407,0.50251256281407,0,0.50251256281407,1.00502512562814,1.00502512562814,0,1.00502512562814,0.50251256281407,0,0,0,0,0.50251256281407,0,0,0.50251256281407,1.00502512562814,0,1.00502512562814,0.50251256281407,0.50251256281407,0,1.00502512562814,0,0,0,0,0,0.50251256281407,0,0,0,0,0,0,0,0.50251256281407,0.50251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01005025125628,0,0,0,0.50251256281407,0,0,0,0.50251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,"Ham"
"23",0,0,0,5.35714285714286,1.78571428571429,0,0,1.78571428571429,0,0,0,1.78571428571429,0,0,0,0,0,0,1.78571428571429,0,0,0,0,0,1.78571428571429,0,0,0,0,0,0,0,1.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"Ham"
"24",3.07692307692308,0,0.769230769230769,1.53846153846154,0.769230769230769,0,0.384615384615385,1.92307692307692,0.769230769230769,0.384615384615385,0.384615384615385,0.384615384615385,2.30769230769231,0.769230769230769,0.384615384615385,0,0,1.15384615384615,0.384615384615385,0,0.384615384615385,0.384615384615385,0,0.384615384615385,0.384615384615385,0.384615384615385,0.384615384615385,0,0,0,0,0,0,0,0,0,0.769230769230769,0.384615384615385,0,0,0,0,0,0,0,0,0,1.53846153846154,0.384615384615385,0,0,0,0.384615384615385,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,1.15384615384615,0,0,0,0,0,0,0,0,0,0,1.15384615384615,0,0,0,0,0,0,260,"Ham"
"25",2.69461077844311,0.598802395209581,0,0.598802395209581,0.598802395209581,1.49700598802395,0.29940119760479,0.598802395209581,0.29940119760479,0,0.29940119760479,0.898203592814371,1.19760479041916,0,0.29940119760479,0,0.29940119760479,0.598802395209581,0.29940119760479,0,0,0.598802395209581,1.19760479041916,0,0.29940119760479,0,0,0,0,0.29940119760479,0,0,0.598802395209581,0,0,0,0.29940119760479,0.29940119760479,0,0.598802395209581,0,0.29940119760479,0,0,0,0,0,0,0,0,1.19760479041916,0,0,0,0,0,0,0,0,0,0,0,0.29940119760479,0,0,0,0.29940119760479,0,0,0,0.29940119760479,0,0,0,0,0.598802395209581,0,0,0,0,0,0,0.598802395209581,0,0,0,334,"Ham"
"26",0,1.11111111111111,0,2.22222222222222,0,1.11111111111111,2.22222222222222,0,2.22222222222222,2.22222222222222,0,1.11111111111111,0,0,0,0,2.22222222222222,0,0,1.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11111111111111,0,0,0,0,0,0,0,1.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,90,"Ham"
"27",1.37825421133231,0.459418070444104,2.14395099540582,1.68453292496172,1.68453292496172,1.37825421133231,0.459418070444104,2.14395099540582,1.07197549770291,0,1.22511485451761,0.765696784073507,0.459418070444104,0.153139356814701,0.918836140888208,0.459418070444104,0.153139356814701,0.459418070444104,0.765696784073507,1.22511485451761,0,0.765696784073507,0.153139356814701,0,0.459418070444104,1.07197549770291,0.765696784073507,0.306278713629403,0.153139356814701,0.153139356814701,0.306278713629403,0,0,0,0,0,0,0.459418070444104,0,0.459418070444104,0.153139356814701,0.153139356814701,0,0,0.306278713629403,0.153139356814701,0.765696784073507,0.306278713629403,0.306278713629403,0.459418070444104,0,0.459418070444104,0,0,0,0.459418070444104,0,0,0,0,0,0,0,0,0,0,0.153139356814701,0,0,0,0,0,0.153139356814701,0.153139356814701,0,0,0,0,0,0.153139356814701,0,0,0,0,0,0,653,"Ham"
"28",1.68539325842697,0,0,0.561797752808989,0,2.80898876404494,1.12359550561798,2.80898876404494,0,0.561797752808989,0,0.561797752808989,0.561797752808989,0.561797752808989,1.12359550561798,2.80898876404494,0.561797752808989,1.12359550561798,0.561797752808989,0,0,0.561797752808989,0,0,0,0,0,0,1.12359550561798,0,0.561797752808989,0.561797752808989,0,0,0,0.561797752808989,0,0.561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,2.24719101123596,1.68539325842697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,"Ham"
"29",2.32558139534884,0,0,0.775193798449612,0,3.87596899224806,1.55038759689922,3.10077519379845,0,0,0,0.775193798449612,0.775193798449612,0.775193798449612,0,3.87596899224806,0,1.55038759689922,0.775193798449612,0,0,0.775193798449612,0,0,0,0,0,0,1.55038759689922,0,0.775193798449612,0.775193798449612,0,0,0,0,0,0.775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,2.32558139534884,2.32558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,"Ham"
"30",0,1.44927536231884,0,0,1.44927536231884,1.44927536231884,0,1.44927536231884,1.44927536231884,0,0,1.44927536231884,0,0,1.44927536231884,0,0,0,1.44927536231884,0,0,1.44927536231884,1.44927536231884,0,1.44927536231884,2.89855072463768,1.44927536231884,0,1.44927536231884,0,0,0,1.44927536231884,0,0,0,0,1.44927536231884,0,0,0,0,0,0,0,0,1.44927536231884,0,0,0,0,0,0,0,0,0,0,2.89855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,"Ham"
"31",2.3121387283237,0.578034682080925,2.89017341040462,0.578034682080925,1.15606936416185,1.15606936416185,1.73410404624277,0.578034682080925,0.578034682080925,0.578034682080925,0.578034682080925,1.73410404624277,0,0.578034682080925,1.15606936416185,0,0.578034682080925,0,1.73410404624277,1.73410404624277,0,1.73410404624277,0,0,1.15606936416185,0,0.578034682080925,0.578034682080925,0.578034682080925,0,0,1.15606936416185,1.73410404624277,0,0,1.15606936416185,0,0.578034682080925,0,0,0,0.578034682080925,0,0,0,1.15606936416185,0,0,0,0,0,0,0.578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15606936416185,0,0,0,0,0,0,173,"Ham"
"32",0,0,0,2.89855072463768,1.44927536231884,0,1.44927536231884,0,0,0,1.44927536231884,0,0,0,1.44927536231884,0,0,0,0,0,4.34782608695652,1.44927536231884,0,0,1.44927536231884,0,0,0,0,0,0,0,0,0,1.44927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44927536231884,0,0,0,0,0,0,0,0,0,0,0,0,1.44927536231884,0,0,0,0,0,0,69,"Ham"
"33",1.51515151515152,0,3.03030303030303,0,0,1.51515151515152,1.51515151515152,3.03030303030303,0,0,1.51515151515152,1.51515151515152,1.51515151515152,1.51515151515152,0,1.51515151515152,1.51515151515152,0,1.51515151515152,1.51515151515152,0,3.03030303030303,1.51515151515152,1.51515151515152,0,0,0,1.51515151515152,0,0,1.51515151515152,0,1.51515151515152,0,0,1.51515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"Ham"
"34",1.63934426229508,0,1.63934426229508,2.45901639344262,0.819672131147541,0.819672131147541,4.91803278688525,1.63934426229508,0,0.819672131147541,1.63934426229508,1.63934426229508,0.819672131147541,0,0.819672131147541,0,0,0,0.819672131147541,0,0,0,0,0.819672131147541,0.819672131147541,0,2.45901639344262,0,0,0.819672131147541,0.819672131147541,0.819672131147541,0,0,0,0.819672131147541,0,0.819672131147541,0,0.819672131147541,0.819672131147541,0,0,0,0,0,0,0,0,0.819672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,"Ham"
"35",1.36986301369863,0,0,2.73972602739726,2.73972602739726,0,8.21917808219178,0,0,2.73972602739726,2.73972602739726,2.73972602739726,1.36986301369863,0,2.73972602739726,0,0,0,1.36986301369863,0,4.10958904109589,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36986301369863,0,0,0,0,0,1.36986301369863,0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36986301369863,0,0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,"Ham"
"36",1.29310344827586,1.29310344827586,1.72413793103448,1.72413793103448,3.01724137931034,2.58620689655172,1.29310344827586,0,0.431034482758621,1.29310344827586,0,0.431034482758621,0,0.431034482758621,0.431034482758621,0.862068965517241,0,0,0.862068965517241,0.431034482758621,0.431034482758621,0.862068965517241,0,0,0.862068965517241,2.1551724137931,0.431034482758621,0,2.1551724137931,0.431034482758621,1.72413793103448,0,0,0,0,0.431034482758621,0,0.862068965517241,0,1.72413793103448,0,0.431034482758621,0.431034482758621,0,0,0,0.431034482758621,0.431034482758621,1.29310344827586,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0,0,0.431034482758621,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,"Ham"
"37",1.80722891566265,3.01204819277108,2.40963855421687,1.80722891566265,1.80722891566265,2.40963855421687,0,2.40963855421687,0,0.602409638554217,0.602409638554217,0,0,0.602409638554217,0.602409638554217,0.602409638554217,0,0,0.602409638554217,0.602409638554217,0.602409638554217,0,0,0,0,1.20481927710843,1.80722891566265,0,0.602409638554217,1.80722891566265,0,1.20481927710843,0,0,0,0.602409638554217,0.602409638554217,0,0,0,1.20481927710843,0,0,1.20481927710843,0.602409638554217,0,0,0,0,0,0,0.602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20481927710843,0,0,0,0,0,0.602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,166,"Ham"
"38",0,5.40540540540541,0,0,0,0,0,0,0,0,4.05405405405405,0,0,1.35135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05405405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,"Ham"
"39",1.36054421768707,3.06122448979592,0,1.02040816326531,4.42176870748299,0,0.340136054421769,3.06122448979592,0,0,1.02040816326531,1.36054421768707,0.680272108843537,1.36054421768707,1.36054421768707,0,0.340136054421769,0.680272108843537,0,0,0.680272108843537,0,0.680272108843537,0.340136054421769,0.680272108843537,0,0.340136054421769,0,0,1.02040816326531,0.340136054421769,0.680272108843537,1.02040816326531,0,0.340136054421769,0,0,0.340136054421769,0,2.72108843537415,0.340136054421769,0.340136054421769,0,0,0,0.340136054421769,0.340136054421769,0.680272108843537,0,0.680272108843537,0.340136054421769,0,0.340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136054421769,0.340136054421769,0,0,0,0,0.340136054421769,0,0,0,0,0,0,0,0,0,0,294,"Ham"
"40",1.11731843575419,1.11731843575419,1.11731843575419,2.79329608938547,1.11731843575419,0.558659217877095,2.79329608938547,2.79329608938547,0,0.558659217877095,0.558659217877095,0,0.558659217877095,0.558659217877095,1.67597765363128,0.558659217877095,0,1.11731843575419,0,0,0,0,0,1.11731843575419,0.558659217877095,0,0,0.558659217877095,0.558659217877095,0,0.558659217877095,0,0,0,0,0,0.558659217877095,1.11731843575419,0,0,0,0.558659217877095,0.558659217877095,0,0,1.11731843575419,0.558659217877095,0.558659217877095,0,0,0,0,0,0.558659217877095,0,0,1.11731843575419,0,0,0,0,0,0,0,0,0.558659217877095,0,0,0,0.558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,"Ham"
"41",0,0.862068965517241,0,1.72413793103448,0,0,0,0,0,0.862068965517241,0,0,0,0,0,0,0.862068965517241,0,0,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431034482758621,0.431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,232,"Ham"
"42",3.50877192982456,1.75438596491228,1.75438596491228,0,0,0,1.75438596491228,1.75438596491228,0,0,0,1.75438596491228,0,0,0,0,0,0,0,1.75438596491228,0,0,1.75438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"Ham"
"43",3.16455696202532,0.632911392405063,0.632911392405063,1.26582278481013,3.16455696202532,0,5.69620253164557,0,1.89873417721519,3.79746835443038,0,2.53164556962025,0,0,1.26582278481013,0,1.26582278481013,0,0,0,0,0,0.632911392405063,1.26582278481013,0,0,1.26582278481013,1.26582278481013,0,0.632911392405063,0,0,0.632911392405063,0,0,0,0,0.632911392405063,0,0,0,1.26582278481013,0,0,0,0,0,0,1.26582278481013,0,0,0.632911392405063,0,0,0,0,0,1.26582278481013,0,0,0,0,0,0.632911392405063,0,0.632911392405063,0,0,0,0,0,0,0,0,0,0.632911392405063,0,0,0,0,0,0,0,0.632911392405063,0,0,158,"Ham"
"44",2.78128950695322,2.02275600505689,1.26422250316056,1.01137800252845,1.89633375474083,0.126422250316056,0.884955752212389,2.52844500632111,0.252844500632111,0.252844500632111,0.379266750948167,0.505689001264223,0.884955752212389,0.884955752212389,1.1378002528445,0.126422250316056,0.379266750948167,0.505689001264223,0.252844500632111,0,0.632111251580278,0,0.252844500632111,1.01137800252845,0.252844500632111,0,0.126422250316056,0,0,0.505689001264223,0.126422250316056,0.126422250316056,0.379266750948167,0,0.126422250316056,0,0.252844500632111,0.632111251580278,0,0.884955752212389,0.758533501896334,0.505689001264223,0.632111251580278,0,0,0.126422250316056,0.632111251580278,0.632111251580278,0.126422250316056,0.505689001264223,0.126422250316056,0,0.252844500632111,0,0.126422250316056,0,0,0.126422250316056,0,0,0,0,0.126422250316056,0,0,0.126422250316056,0.379266750948167,0,0,0.379266750948167,0.126422250316056,0.126422250316056,0,0.126422250316056,0,0.252844500632111,0,0,0,0,0,0,0.126422250316056,0,0,0,791,"Ham"
"45",0,0,0,3.27868852459016,1.63934426229508,0,1.63934426229508,0,0,1.63934426229508,0,0,0,1.63934426229508,0,0,0,0,0,0,0,0,0,1.63934426229508,1.63934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,"Ham"
