"","word_count","avg_word_length","spl_char_count","digit_count","space_count","char_count","a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","s","t","u","v","w","x","y","z","0","1","2","3","4","5","6","7","8","9","small_word_count","large_word_count","label"
"11",60,7.3,4,1,62,504,52,14,23,23,55,5,9,12,30,1,3,23,13,26,27,6,3,26,23,28,13,5,4,2,12,1,1,1,1,1,1,1,1,1,1,1,5,14,"Spam"
"12",56,5.19642857142857,25,1,73,389,17,2,15,7,40,1,7,12,13,1,6,12,11,12,25,6,1,15,22,28,14,2,7,1,14,1,1,1,1,1,1,1,1,1,1,1,22,11,"Spam"
"13",62,4.98387096774194,43,3,96,448,22,6,10,10,35,5,10,13,26,2,2,10,4,15,25,9,1,18,18,20,9,7,18,2,6,3,1,1,1,1,1,1,1,1,1,1,22,8,"Spam"
"14",48,5.5625,17,18,59,343,15,5,6,10,31,9,4,5,19,2,5,8,6,14,19,4,1,29,16,14,12,2,2,2,9,1,2,2,1,1,2,5,2,1,1,2,13,5,"Spam"
"15",245,3.17959183673469,51,100,288,1118,65,16,35,23,61,10,23,15,42,1,23,34,15,43,48,10,6,47,34,42,23,12,22,2,23,4,5,9,21,10,7,21,11,2,9,5,162,10,"Spam"
"16",73,6.84931506849315,7,1,77,584,43,14,25,17,56,7,14,14,32,6,7,24,14,32,39,10,1,40,23,41,20,6,4,3,8,1,1,1,1,1,1,1,1,1,1,1,12,21,"Spam"
"17",67,5.95522388059702,30,2,85,514,19,7,15,13,36,1,11,12,27,11,8,19,11,25,27,23,3,25,28,25,14,9,12,7,5,4,1,1,1,2,1,1,1,1,1,1,27,11,"Spam"
"18",119,5.15126050420168,57,17,157,827,37,24,30,31,49,9,16,11,43,4,10,24,25,44,37,20,6,31,38,36,23,11,15,5,14,3,1,1,1,1,1,5,5,2,1,1,43,18,"Spam"
"19",65,4.47692307692308,9,10,71,371,26,6,12,10,22,11,3,13,25,1,2,19,11,10,21,2,1,19,20,27,6,1,8,1,4,2,1,1,1,2,1,1,1,1,3,3,29,7,"Spam"
"20",452,5.06858407079646,138,119,542,2971,168,8,98,77,257,52,22,47,178,9,17,99,63,138,167,58,2,202,160,165,102,39,11,5,18,10,32,12,13,7,7,12,6,7,10,13,186,58,"Spam"
"21",11,7.09090909090909,1,1,10,89,5,3,2,1,12,2,1,3,9,1,1,3,1,3,6,1,1,4,6,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,"Spam"
"22",1373,3.91405680990532,972,1180,2301,8647,231,106,197,306,393,79,177,265,290,22,17,175,97,262,200,141,2,290,179,544,37,30,79,25,41,9,306,214,190,87,139,12,173,2,10,47,693,38,"Spam"
"23",8,4.75,3,2,9,50,3,1,3,2,5,1,1,1,4,1,1,2,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,"Spam"
"24",378,4.60846560846561,71,17,431,2244,172,24,52,68,179,39,26,66,118,3,13,76,46,117,160,32,1,95,109,162,58,27,33,5,43,1,2,2,5,3,1,1,2,1,1,1,158,36,"Spam"
"25",469,4.87846481876333,95,67,561,2944,190,40,86,100,253,57,40,58,125,2,12,107,64,141,173,80,3,182,112,175,94,20,33,12,57,5,17,6,11,5,12,5,1,1,3,6,184,54,"Spam"
"26",96,6.17708333333333,21,13,111,725,35,24,25,21,53,18,13,17,28,13,17,26,16,33,39,17,8,35,27,41,20,6,16,6,18,8,4,2,1,1,1,1,1,2,2,1,32,18,"Spam"
"27",55,4.90909090909091,34,2,79,383,19,5,5,3,35,4,4,15,16,2,3,20,13,14,19,15,1,11,15,26,12,2,4,1,3,2,1,1,1,2,1,1,1,1,1,1,20,4,"Spam"
"28",70,5.81428571428571,13,4,79,499,24,9,15,14,54,6,9,14,23,1,6,20,12,25,30,13,1,38,24,30,14,3,6,3,9,1,1,1,1,1,1,1,3,1,1,1,13,13,"Spam"
"29",19,2.57894736842105,20,9,37,106,4,2,2,4,5,2,2,1,1,1,1,2,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,14,0,"Spam"
"30",61,5.65573770491803,15,6,67,427,25,6,16,9,31,9,14,10,23,2,6,18,5,12,23,8,4,26,28,21,12,10,3,2,14,2,1,1,1,1,1,1,2,1,1,1,14,9,"Spam"
"31",745,5.45234899328859,173,104,882,5117,314,90,137,128,453,85,100,114,342,8,15,164,97,336,342,102,6,265,234,347,78,71,57,5,56,12,41,10,13,12,6,10,5,2,2,3,258,118,"Spam"
"32",65,6.86153846153846,5,1,68,519,43,18,25,18,49,7,9,11,33,2,4,17,7,25,35,12,4,38,22,32,18,4,1,1,12,1,1,1,1,1,1,1,1,1,1,1,10,16,"Spam"
"33",868,5.50345622119816,181,135,988,5946,387,26,198,171,641,83,71,117,294,9,27,215,102,292,344,154,12,421,310,359,242,84,28,11,33,11,36,19,24,9,3,7,6,12,9,10,337,140,"Spam"
"34",69,6.95652173913043,5,1,72,557,55,13,17,24,59,10,13,9,34,2,4,28,15,24,29,14,2,42,20,32,17,3,5,1,6,3,1,1,1,1,1,1,1,1,1,1,7,21,"Spam"
"35",4,5.25,3,1,5,29,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Spam"
"36",20,11.2,2,1,20,246,16,6,13,3,30,3,13,9,14,1,3,9,9,15,21,4,1,18,6,11,6,1,4,2,7,1,1,1,1,1,1,1,1,1,1,1,3,11,"Spam"
"37",75,6.08,18,7,84,558,27,13,25,12,46,11,10,14,25,1,11,20,12,27,40,8,5,31,21,34,16,5,12,5,15,3,4,2,1,1,1,1,1,1,1,1,27,14,"Spam"
"38",51,7.2156862745098,27,25,60,455,30,6,12,19,45,5,4,9,23,1,2,12,10,21,28,8,1,27,24,27,12,4,6,1,7,1,2,6,7,1,3,4,1,1,2,1,12,15,"Spam"
"39",342,7.05847953216374,18,7,353,2785,214,64,123,110,262,45,59,69,197,2,26,139,67,150,179,59,4,198,117,144,76,19,19,12,46,7,1,2,3,1,1,1,1,1,1,1,34,95,"Spam"
"40",67,7.07462686567164,2,1,67,543,40,17,23,21,55,6,8,9,39,1,2,20,24,31,28,11,1,34,21,36,24,6,4,1,12,1,1,1,1,1,1,1,1,1,1,1,4,19,"Spam"
"41",169,3.76923076923077,50,1,217,904,49,11,15,16,59,11,12,25,43,2,11,34,25,27,67,22,1,47,41,60,23,6,15,1,15,1,1,1,1,1,1,1,1,1,1,1,85,5,"Spam"
"42",8,4,2,1,8,42,4,2,1,1,5,1,1,1,1,1,1,1,1,3,3,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,"Spam"
"43",295,7.29830508474576,15,6,302,2470,192,65,134,78,226,45,47,71,189,3,16,117,54,149,137,54,2,163,108,140,62,18,10,12,52,3,1,1,1,1,1,1,2,1,1,1,18,85,"Spam"
"44",262,6.95038167938931,19,7,274,2114,178,45,101,59,192,24,55,60,130,5,22,109,46,124,130,54,3,144,82,99,69,20,18,11,27,7,1,2,3,1,1,1,1,1,1,1,33,74,"Spam"
"45",11,5.81818181818182,2,1,10,76,6,4,3,4,9,1,1,1,5,2,1,5,4,5,3,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,"Spam"
"46",108,4.37037037037037,54,15,158,684,24,8,19,18,44,17,10,15,30,1,3,27,12,21,35,25,7,35,26,25,19,11,9,7,8,1,1,1,1,2,1,4,1,2,4,2,51,9,"Spam"
"47",115,7.12173913043478,4,210,117,940,23,22,22,18,35,11,19,22,26,22,21,24,23,34,35,24,18,23,29,32,30,23,23,23,27,1,20,25,18,32,23,22,25,21,23,1,37,44,"Spam"
"48",67,6.73134328358209,1,1,66,518,45,14,24,14,59,1,8,9,33,3,8,32,14,33,22,10,1,33,24,28,19,1,4,1,10,1,1,1,1,1,1,1,1,1,1,1,5,18,"Spam"
"49",220,1.92272727272727,1,196,219,643,7,11,6,13,5,4,9,12,5,12,9,20,4,5,25,8,5,11,10,7,5,8,10,5,11,1,10,11,32,23,20,25,15,32,28,1,197,1,"Spam"
"50",120,4.98333333333333,101,54,216,915,33,5,20,24,46,18,14,22,37,3,4,16,20,39,59,17,1,30,45,48,19,2,8,3,11,1,9,10,7,3,5,3,4,7,4,2,55,19,"Spam"
"51",99,4.13131313131313,52,19,147,608,20,5,19,17,43,14,6,10,28,3,2,20,13,17,29,21,6,34,23,18,13,9,6,6,6,2,1,1,4,1,1,4,1,2,5,3,48,6,"Spam"
"52",42,5.33333333333333,28,1,67,319,14,2,6,4,37,3,6,9,15,1,1,10,9,13,20,4,1,17,14,16,8,4,3,1,7,1,1,1,1,1,1,1,1,1,1,1,11,4,"Spam"
"53",72,5.61111111111111,14,1,79,497,31,3,19,10,51,8,9,14,27,3,3,21,11,26,28,9,1,27,34,33,17,4,7,2,6,1,1,1,1,1,1,1,1,1,1,1,25,11,"Spam"
"54",147,5.53741496598639,37,11,176,1027,48,11,27,27,85,23,14,28,64,3,7,23,33,59,65,20,2,55,54,64,28,12,17,5,21,8,1,2,2,2,3,1,1,1,1,1,53,24,"Spam"
"55",30,5.46666666666667,19,1,45,228,12,3,9,4,20,2,6,3,13,1,6,9,4,15,13,3,1,13,9,10,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,10,4,"Spam"
"56",433,5.15935334872979,59,7,474,2767,178,49,86,77,261,59,30,95,156,4,19,100,92,155,161,29,2,133,132,202,83,14,53,2,47,8,2,1,1,1,1,2,1,1,1,1,171,56,"Spam"
"57",29,5.51724137931035,13,1,38,211,12,4,6,4,19,2,7,2,11,1,3,9,4,13,12,4,1,13,9,10,4,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,11,4,"Spam"
"58",786,5.53562340966921,162,164,930,5443,337,52,146,128,456,83,83,114,306,26,25,203,133,327,353,101,5,294,309,330,154,45,72,18,79,8,58,21,23,10,21,3,6,6,8,8,272,120,"Spam"
"59",70,4.87142857142857,16,2,79,436,22,3,11,6,50,19,5,6,23,1,3,12,7,16,30,6,3,29,21,27,17,5,9,1,8,1,1,1,1,1,1,1,1,1,1,1,29,8,"Spam"
"60",116,4.00862068965517,45,18,158,668,32,6,16,25,54,11,8,10,31,2,2,16,13,17,37,16,4,30,27,26,18,16,9,5,15,1,1,1,6,1,1,3,1,1,4,3,69,10,"Spam"
"61",9,4.11111111111111,4,1,11,52,1,1,2,2,3,1,2,1,2,1,1,1,1,1,5,2,1,5,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,"Spam"
"62",155,6.09677419354839,53,5,189,1187,62,13,31,46,120,21,23,36,65,2,4,44,20,50,75,34,1,71,66,61,40,11,19,5,19,1,1,1,2,1,1,1,1,1,1,1,58,32,"Spam"
"63",41,8.17073170731707,16,6,54,405,14,13,14,10,12,11,17,7,8,15,9,8,11,12,12,10,14,15,24,20,16,13,9,11,8,16,1,1,1,1,1,1,1,1,1,1,17,11,"Spam"
"64",5,5.8,1,1,4,34,3,2,2,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"65",284,4.85211267605634,47,19,319,1744,115,21,38,50,143,38,19,42,117,2,11,59,43,109,104,27,1,80,90,129,48,12,23,3,35,1,11,1,2,2,1,1,1,1,1,1,127,38,"Spam"
"66",52,4.96153846153846,34,1,76,368,19,5,5,3,29,2,2,15,17,2,2,20,12,11,21,17,1,10,16,23,13,2,5,1,4,2,1,1,1,1,1,1,1,1,1,1,16,4,"Spam"
"67",1690,5.29526627218935,319,83,1939,11207,843,122,373,280,965,204,163,266,754,10,44,455,231,675,659,233,8,583,664,804,200,135,70,19,93,13,29,9,13,10,4,3,1,4,6,5,619,260,"Spam"
"68",96,3.40625,57,43,146,530,19,5,10,11,31,10,6,9,21,2,4,18,3,21,26,2,1,16,21,27,8,3,2,1,8,1,5,9,2,3,1,1,4,5,7,6,55,2,"Spam"
"69",170,4.18235294117647,98,24,256,1065,58,10,23,32,68,17,13,26,45,9,7,32,19,36,47,24,6,59,48,36,20,12,13,9,13,5,1,1,3,2,1,7,1,2,5,3,82,10,"Spam"
"70",318,4.89308176100629,213,16,528,2297,66,56,71,54,68,44,69,59,64,67,53,59,65,63,60,60,45,49,62,64,49,56,55,59,62,61,6,2,3,1,2,2,1,1,1,1,77,20,"Spam"
"71",322,7.2111801242236,19,7,334,2675,194,71,128,81,273,35,49,66,176,7,25,122,73,149,184,67,6,167,122,149,75,18,21,11,37,9,1,2,3,1,1,1,1,1,1,1,36,99,"Spam"
"72",4,5,2,1,4,26,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Spam"
"73",993,5.56394763343404,216,197,1183,6924,412,57,184,175,603,110,120,161,384,33,37,263,161,417,425,146,15,379,383,415,205,48,74,14,103,4,56,12,50,19,24,6,9,5,10,6,336,163,"Spam"
"74",52,5.05769230769231,17,11,64,344,22,8,12,10,32,2,4,7,12,1,4,9,5,10,28,5,2,18,17,20,9,2,4,1,7,1,2,3,2,1,1,1,1,1,1,1,19,7,"Spam"
"75",225,6.24444444444444,14,14,229,1648,119,29,66,53,148,39,33,46,114,2,7,80,32,86,117,25,1,94,69,104,52,22,15,6,29,3,2,2,1,2,2,2,4,1,1,1,44,48,"Spam"
"76",137,5.48905109489051,35,5,165,952,46,13,26,28,80,15,11,20,67,4,4,22,25,51,62,17,4,47,55,64,28,8,17,7,21,5,1,2,1,1,1,1,1,1,1,1,49,24,"Spam"
"77",4,7.25,2,1,4,35,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Spam"
"78",1,7,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"79",78,4.28205128205128,30,26,103,467,17,10,17,7,36,8,6,7,19,1,5,19,11,15,33,7,1,19,21,26,14,1,5,1,4,1,6,5,4,5,1,1,3,1,2,1,37,6,"Spam"
"80",3,7.33333333333333,1,1,2,25,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"81",9,4.33333333333333,2,2,9,50,1,1,1,2,4,1,1,2,3,1,1,1,1,1,5,1,1,4,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,"Spam"
"82",269,7.20074349442379,17,7,279,2233,189,59,73,91,234,24,60,60,147,3,19,110,60,145,124,56,2,127,97,109,65,18,16,7,32,3,1,2,3,1,1,1,1,1,1,1,27,84,"Spam"
"83",153,5.3202614379085,45,26,190,1049,56,12,29,29,89,14,11,24,67,2,5,25,27,57,65,19,1,51,55,68,27,10,12,4,23,6,7,3,3,2,1,3,1,1,5,1,56,22,"Spam"
"84",106,5.13207547169811,57,26,144,745,33,8,19,19,66,14,16,17,34,2,7,23,9,41,39,18,1,44,27,35,19,3,11,4,9,1,9,3,1,3,1,5,1,1,2,1,35,18,"Spam"
"85",38,6.76315789473684,14,1,48,319,14,4,10,10,32,6,12,8,23,2,1,11,3,13,19,9,1,21,27,16,7,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,6,9,"Spam"
"86",118,4.26271186440678,31,6,147,681,33,8,10,14,61,22,7,9,30,2,4,26,16,27,46,10,1,40,37,35,28,6,11,1,12,1,2,1,1,1,1,1,1,1,1,1,54,5,"Spam"
"87",75,5.4,34,2,94,533,20,7,10,19,57,4,13,11,17,6,6,16,15,27,30,8,2,27,27,25,18,9,12,2,13,2,1,1,2,1,1,1,1,1,1,1,23,9,"Spam"
"88",123,3.94308943089431,55,12,172,712,29,8,20,17,46,18,13,11,43,6,5,17,16,27,39,15,2,31,23,33,9,15,11,4,13,2,6,1,1,1,1,1,3,1,1,1,70,14,"Spam"
"89",149,8.71812080536913,138,1,282,1719,127,32,65,53,139,22,35,43,104,3,12,71,43,88,83,32,1,80,69,94,47,12,12,7,21,5,1,1,1,1,1,1,1,1,1,1,8,64,"Spam"
"90",93,4.83870967741935,122,31,199,771,28,16,18,23,33,6,6,9,18,3,1,11,11,23,40,22,1,36,23,37,26,7,14,3,4,1,7,9,5,1,1,2,2,5,1,1,36,10,"Spam"
"91",58,5.03448275862069,26,1,78,396,23,2,10,8,32,12,7,8,20,3,3,10,5,21,20,12,1,21,26,21,8,1,6,2,10,1,1,1,1,1,1,1,1,1,1,1,18,8,"Spam"
"92",310,5,205,15,512,2267,69,53,47,57,68,52,61,53,58,56,61,55,59,60,63,62,72,54,57,60,53,58,64,65,62,56,6,2,2,1,1,1,2,1,1,1,73,22,"Spam"
"93",132,4.0530303030303,8,1,138,681,17,24,22,17,36,13,15,18,30,19,28,23,23,20,28,16,21,22,19,35,18,14,25,15,16,1,1,1,1,1,1,1,1,1,1,1,63,4,"Spam"
"94",321,4.72585669781931,134,39,430,2081,123,15,57,40,179,26,26,76,76,2,14,67,44,84,113,50,1,89,109,141,59,15,45,4,17,7,6,9,4,1,1,18,1,1,1,1,120,30,"Spam"
"95",86,4.2906976744186,24,5,102,495,29,7,8,16,30,12,8,9,25,1,4,20,14,18,35,11,1,30,16,25,22,5,6,2,11,1,1,1,1,1,1,1,1,1,1,2,35,5,"Spam"
"96",60,6.56666666666667,28,8,79,501,17,17,17,19,27,13,6,14,11,7,11,15,12,18,21,9,13,20,23,27,16,9,12,6,16,10,1,1,2,2,1,1,1,1,1,3,25,19,"Spam"
"97",560,5.28571428571429,121,44,666,3747,236,43,112,107,329,68,50,90,245,3,22,113,86,219,231,68,1,193,247,261,65,34,39,8,46,1,3,5,16,7,7,1,1,2,1,3,239,100,"Spam"
"98",215,2.94418604651163,163,23,182,978,11,11,28,19,81,7,22,22,7,2,3,24,27,54,48,37,1,49,44,53,22,12,9,7,11,1,5,4,1,4,3,3,1,1,1,2,159,6,"Spam"
"99",25,4.68,8,7,30,155,8,1,2,4,7,1,6,1,12,1,4,7,6,4,10,5,1,10,5,7,5,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,15,3,"Spam"
"100",220,5.37272727272727,66,1,273,1521,98,19,33,39,147,25,29,35,110,2,3,64,31,96,81,21,3,89,63,93,32,17,21,10,21,1,1,1,1,1,1,1,1,1,1,1,69,32,"Spam"
"101",5,6.2,1,1,4,36,2,1,3,1,3,1,2,1,2,1,1,1,1,2,2,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Spam"
"102",302,4.55960264900662,88,43,364,1829,108,36,55,54,116,21,33,26,102,2,12,57,26,106,111,35,1,101,85,89,53,8,44,3,47,4,16,5,7,1,2,8,1,2,2,1,137,27,"Spam"
"103",7,5,4,1,9,48,1,1,2,1,5,1,1,2,1,1,1,1,3,2,3,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"104",281,7.1779359430605,18,3,291,2326,188,48,114,61,241,28,62,57,160,5,24,109,65,134,129,48,7,150,100,124,73,12,19,10,44,2,1,1,1,1,1,1,1,1,1,1,23,82,"Spam"
"105",957,5.90700104493208,249,138,1150,7052,373,94,242,208,638,111,103,175,477,5,27,207,204,412,444,213,9,360,385,472,175,47,87,8,38,1,46,17,22,8,31,4,4,3,3,1,326,222,"Spam"
"106",1440,3.8875,763,580,2093,8454,291,70,255,370,330,534,146,65,256,3,7,277,46,409,574,121,5,339,203,499,39,44,40,12,28,55,155,17,60,271,17,18,18,5,12,7,732,121,"Spam"
"107",29,4.96551724137931,10,1,31,185,2,1,7,9,26,1,1,3,19,1,1,3,1,14,11,4,1,13,7,5,3,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,9,2,"Spam"
"108",52,4.76923076923077,24,3,69,341,15,8,8,11,33,6,9,11,17,2,4,14,4,5,18,8,1,14,13,15,4,5,13,1,3,4,1,1,1,1,1,1,1,1,1,1,19,4,"Spam"
"109",820,7.27682926829268,29,4,841,6837,569,150,316,231,656,83,157,191,453,13,54,316,176,411,441,165,10,439,285,386,209,55,53,15,109,20,1,1,2,1,1,1,1,1,1,1,67,261,"Spam"
"110",96,5.5,49,47,138,715,44,11,21,22,42,6,10,11,41,1,9,23,13,24,42,20,2,35,29,35,21,4,8,1,6,1,11,4,9,4,3,2,4,3,4,3,29,18,"Spam"
"111",29,5.17241379310345,4,1,29,183,10,2,6,13,15,3,3,7,11,2,2,6,4,6,17,2,1,9,8,6,5,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,"Spam"
"112",8,5.875,6,1,12,65,5,2,1,2,6,2,2,1,4,1,1,3,1,1,2,1,1,5,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,"Spam"
"113",253,4.56126482213439,76,25,317,1547,61,21,42,27,131,33,29,41,76,1,8,67,40,67,108,26,2,75,58,86,38,21,29,7,34,1,12,3,1,4,1,3,1,1,1,1,100,19,"Spam"
"114",162,3.95679012345679,56,9,206,903,55,13,23,23,68,18,15,20,62,2,12,33,14,39,38,13,2,37,43,53,23,10,10,2,3,1,2,2,1,1,1,1,2,1,1,1,84,12,"Spam"
"115",116,3.29310344827586,84,14,195,661,33,6,17,14,39,7,8,6,37,2,1,15,13,28,24,13,1,29,18,21,10,10,3,9,5,1,1,1,1,8,1,1,1,1,2,1,76,3,"Spam"
"116",4,5.75,1,1,3,27,1,1,2,1,3,1,1,1,2,2,1,1,1,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Spam"
"117",156,6.73076923076923,56,75,191,1297,58,13,42,46,102,31,18,29,84,1,7,36,24,55,100,30,1,47,91,70,32,11,27,8,12,1,10,7,12,3,2,15,1,6,4,15,44,43,"Spam"
"118",1,7,55,1,31,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"119",84,7.11904761904762,9,14,91,698,58,16,28,12,61,3,12,15,43,1,6,34,17,37,44,18,1,49,43,41,22,7,3,2,11,1,6,1,1,1,1,1,2,1,2,1,10,27,"Spam"
"120",51,4.50980392156863,18,23,66,314,13,5,9,4,23,5,6,5,16,1,3,10,9,9,19,2,1,15,19,21,8,1,2,1,1,1,5,5,4,5,1,1,1,1,2,1,23,5,"Spam"
"121",134,4.87313432835821,57,98,189,899,44,7,32,13,57,14,6,12,46,1,2,27,10,21,62,24,1,48,36,35,21,11,13,2,9,1,34,6,11,1,5,8,8,5,3,18,61,20,"Spam"
"122",66,5.09090909090909,23,3,80,439,23,8,12,15,33,7,5,7,21,1,3,12,11,19,31,11,1,24,11,33,14,1,12,1,12,5,1,1,1,1,2,1,1,1,1,1,22,13,"Spam"
"123",159,4.79245283018868,29,12,171,962,52,10,24,24,100,16,17,27,57,3,7,41,19,45,68,16,1,45,45,47,30,14,14,3,26,1,2,4,1,1,1,1,3,2,1,1,62,20,"Spam"
"124",268,4.5410447761194,91,114,356,1664,68,18,47,43,126,28,10,21,82,1,11,53,37,49,125,51,1,102,60,67,37,10,31,8,18,1,23,8,10,6,5,13,6,8,1,34,108,19,"Spam"
"125",110,5.20909090909091,26,2,119,718,43,15,26,15,76,8,19,21,46,1,4,18,9,42,33,19,1,46,34,41,23,6,5,6,15,1,1,1,1,1,1,1,1,1,1,1,34,11,"Spam"
"126",25,5.48,7,1,26,170,3,2,8,6,19,1,1,2,17,2,2,4,1,11,10,4,2,12,6,4,5,5,2,3,5,1,1,1,1,1,1,1,1,1,1,1,6,3,"Spam"
"127",111,3.76576576576577,75,13,181,674,39,9,17,16,46,6,7,8,44,2,1,19,16,29,23,14,1,31,17,19,10,12,3,9,6,2,3,1,1,8,1,1,1,1,1,1,60,8,"Spam"
"128",57,4.33333333333333,15,15,67,329,15,4,7,3,29,5,5,7,14,1,1,4,3,12,20,5,1,20,18,31,9,3,6,1,10,1,5,2,1,1,4,2,1,1,1,1,20,2,"Spam"
"129",86,5.93023255813953,20,7,99,629,27,18,20,18,55,12,12,18,20,3,16,19,14,30,37,14,8,31,30,34,17,3,20,5,17,5,4,2,1,1,1,1,1,1,1,1,30,15,"Spam"
"130",78,5.64102564102564,40,8,103,583,31,7,17,20,56,2,9,12,32,1,5,15,16,34,27,19,2,27,38,27,11,4,8,1,9,2,5,1,1,1,1,1,1,1,1,1,20,8,"Spam"
"131",105,3.19047619047619,65,11,165,565,27,5,20,9,30,11,1,1,26,1,1,11,13,25,28,18,1,34,14,16,9,8,3,7,6,1,1,1,1,9,1,1,1,1,1,1,67,4,"Spam"
"132",156,3.27564102564103,124,18,268,903,31,13,12,22,48,5,18,17,26,6,6,30,12,33,32,14,6,23,37,48,14,11,5,7,13,4,2,4,2,1,1,4,2,1,2,1,100,9,"Spam"
"133",486,4.49382716049383,74,9,545,2803,188,41,58,86,262,66,23,98,141,2,10,73,78,147,175,34,1,149,162,180,67,36,44,4,46,5,1,2,1,1,1,2,1,2,1,1,223,32,"Spam"
"134",24,5.625,11,1,29,175,8,3,4,3,12,3,1,9,11,8,1,9,3,4,6,3,3,6,9,9,3,3,5,3,5,1,1,1,1,1,1,1,1,1,1,1,10,4,"Spam"
